user_id,age,country,favorite_genres,genre_weights
fe937d8a-71b5-4201-a731-4ec7d270bafc,31,Australia,"[""german""]","{""german"": 0.8099, ""singer-songwriter"": 0.0573, ""metal"": 0.0588, ""british"": 0.074}"
4ec960a1-be9c-49a2-98fa-0014b664f47b,23,USA,"[""dub"", ""mandopop""]","{""dub"": 0.5607, ""mandopop"": 0.2898, ""hardcore"": 0.0487, ""sad"": 0.0367, ""hardstyle"": 0.0276, ""trip-hop"": 0.0365}"
0002f020-2223-414d-81e8-1440890a47b6,63,Mexico,"[""punk-rock"", ""funk"", ""sad""]","{""punk-rock"": 0.532, ""funk"": 0.239, ""sad"": 0.1422, ""latin"": 0.0455, ""indian"": 0.0413}"
3419894e-c01c-434a-8254-14cfbb648dd6,24,Brazil,"[""brazil"", ""pop-film"", ""edm""]","{""brazil"": 0.5253, ""pop-film"": 0.2509, ""edm"": 0.171, ""electronic"": 0.0259, ""sad"": 0.0269}"
1f70738c-8ce2-470f-b6b6-0639aa95111f,64,Mexico,"[""emo"", ""synth-pop""]","{""emo"": 0.5853, ""synth-pop"": 0.3257, ""trip-hop"": 0.04, ""heavy-metal"": 0.049}"
c5870b01-12ef-4ee2-ab8b-3e97e4ddc13b,36,Brazil,"[""piano""]","{""piano"": 0.9198, ""mandopop"": 0.0255, ""singer-songwriter"": 0.0547}"
3bb4ff21-489d-4fc4-82c0-c58bd674541c,49,Germany,"[""dubstep"", ""country""]","{""dubstep"": 0.5656, ""country"": 0.2684, ""j-idol"": 0.0411, ""study"": 0.025, ""jazz"": 0.0377, ""piano"": 0.0622}"
281c8f6e-5a74-471a-a446-6f3900edb104,38,Brazil,"[""indie-pop""]","{""indie-pop"": 0.9075, ""club"": 0.0181, ""progressive-house"": 0.0194, ""power-pop"": 0.0252, ""electronic"": 0.0298}"
22a5ffa2-efc7-4e5a-bd7c-819e5c918049,35,Germany,"[""dance""]","{""dance"": 0.941, ""chicago-house"": 0.0363, ""swedish"": 0.0228}"
0e671ed7-911f-4c21-8c50-55369da79bec,18,Australia,"[""children""]","{""children"": 0.8777, ""bluegrass"": 0.0323, ""electro"": 0.0279, ""rock-n-roll"": 0.0178, ""alternative"": 0.0444}"
d18e6223-5a92-47ea-8b70-4db933763d71,62,Japan,"[""jazz"", ""salsa""]","{""jazz"": 0.6061, ""salsa"": 0.2893, ""swedish"": 0.0521, ""world-music"": 0.0525}"
39246aaa-6a88-4ed9-bf51-6a2beb1d64b2,56,Mexico,"[""show-tunes""]","{""show-tunes"": 0.864, ""power-pop"": 0.0942, ""metal"": 0.0419}"
763ad15b-93b3-4393-8560-4c8c5d680287,37,Germany,"[""mpb""]","{""mpb"": 0.8557, ""j-dance"": 0.0491, ""trance"": 0.028, ""french"": 0.0673}"
43474fbd-3211-4d54-9bbb-0e31512384f1,17,USA,"[""iranian"", ""forro""]","{""iranian"": 0.7128, ""forro"": 0.2574, ""hard-rock"": 0.0152, ""garage"": 0.0146}"
b27d3aa4-d040-4102-b627-1980cf4dd019,64,UK,"[""edm""]","{""edm"": 0.8056, ""ska"": 0.0713, ""alt-rock"": 0.0401, ""salsa"": 0.024, ""dub"": 0.0589}"
1d1d8812-0546-469c-9819-d948a9594a53,51,Mexico,"[""trip-hop""]","{""trip-hop"": 0.8725, ""emo"": 0.0323, ""bluegrass"": 0.0726, ""rock-n-roll"": 0.0226}"
31588101-ed46-4b74-a67e-1374936c84b2,19,Mexico,"[""german""]","{""german"": 0.7958, ""swedish"": 0.04, ""mpb"": 0.0745, ""minimal-techno"": 0.0261, ""rock"": 0.0636}"
b88951d1-cbd6-4dd2-b294-545c42b24e29,33,Brazil,"[""samba""]","{""samba"": 0.8134, ""electro"": 0.027, ""funk"": 0.0375, ""disney"": 0.0426, ""show-tunes"": 0.0796}"
9fe2e697-65b1-453e-8e88-70ecbece162c,57,USA,"[""trance""]","{""trance"": 0.9063, ""mandopop"": 0.0366, ""disco"": 0.0241, ""ambient"": 0.0331}"
ae694f46-3a31-4b31-9d06-14cf2f3928a2,50,Mexico,"[""alternative"", ""bluegrass"", ""progressive-house""]","{""alternative"": 0.5301, ""bluegrass"": 0.2369, ""progressive-house"": 0.1155, ""psych-rock"": 0.0351, ""black-metal"": 0.0399, ""blues"": 0.0424}"
f5b859d4-2fa0-4985-8fe2-91d9af426635,16,USA,"[""alternative""]","{""alternative"": 0.9153, ""reggaeton"": 0.0499, ""synth-pop"": 0.0348}"
1d0a3d21-95c5-49b7-a56f-1a2239c7fd6d,40,Germany,"[""trance"", ""j-idol""]","{""trance"": 0.6559, ""j-idol"": 0.2224, ""study"": 0.0182, ""anime"": 0.0255, ""electronic"": 0.0521, ""chicago-house"": 0.026}"
b63e5e85-bf2f-4338-8507-831e006e55a9,25,Australia,"[""chicago-house""]","{""chicago-house"": 0.9343, ""country"": 0.0169, ""classical"": 0.0487}"
599bbaf3-9d8d-47df-891e-ca4795d478e6,60,Australia,"[""world-music""]","{""world-music"": 0.77, ""idm"": 0.0612, ""spanish"": 0.0647, ""k-pop"": 0.048, ""power-pop"": 0.0561}"
aefd8cb7-09da-4f6c-ae3f-fedabe302445,36,Australia,"[""german"", ""songwriter""]","{""german"": 0.6014, ""songwriter"": 0.3554, ""anime"": 0.0254, ""samba"": 0.0178}"
9bc50cf0-64c4-478f-849a-d5b6b62ee0cf,20,USA,"[""mandopop""]","{""mandopop"": 0.7989, ""trance"": 0.0575, ""alternative"": 0.0629, ""pagode"": 0.0443, ""grunge"": 0.0363}"
fafefe71-f199-4e16-97fb-7d2a5719da2e,27,France,"[""brazil"", ""happy"", ""mpb""]","{""brazil"": 0.514, ""happy"": 0.2312, ""mpb"": 0.1696, ""j-rock"": 0.0229, ""world-music"": 0.0185, ""garage"": 0.018, ""house"": 0.0258}"
209aec76-0da1-461e-b1c7-66600f8e1ce4,35,Japan,"[""heavy-metal""]","{""heavy-metal"": 0.7701, ""study"": 0.0605, ""dancehall"": 0.0857, ""reggae"": 0.0403, ""hardstyle"": 0.0433}"
0aaec648-d95e-43c3-afd7-8d54feacc9e2,25,Germany,"[""gospel""]","{""gospel"": 0.8178, ""goth"": 0.0481, ""breakbeat"": 0.078, ""kids"": 0.056}"
cff4b73e-a9b3-4152-bc57-671505a455e7,37,Australia,"[""chicago-house"", ""sad""]","{""chicago-house"": 0.6024, ""sad"": 0.2775, ""jazz"": 0.0256, ""piano"": 0.018, ""forro"": 0.0399, ""malay"": 0.0366}"
1be3727f-9d75-4098-a5bf-35ad79eb8272,64,UK,"[""chill""]","{""chill"": 0.8734, ""latin"": 0.0502, ""grunge"": 0.0763}"
c5f3cf9b-f3ef-461d-b48f-c76261c55a92,64,USA,"[""deep-house""]","{""deep-house"": 0.8138, ""black-metal"": 0.022, ""ambient"": 0.0212, ""happy"": 0.0811, ""opera"": 0.0619}"
edcb0da1-cff8-474b-8a07-f3589cbf5f95,61,Germany,"[""synth-pop""]","{""synth-pop"": 0.9224, ""tango"": 0.0493, ""emo"": 0.0283}"
d574097e-bff4-43df-9f3f-b90076ef301d,47,USA,"[""trip-hop""]","{""trip-hop"": 0.7956, ""guitar"": 0.0647, ""goth"": 0.0699, ""chill"": 0.0224, ""hip-hop"": 0.0473}"
21f30fa2-e992-421f-8a9b-d4bc1fa50129,42,France,"[""disney""]","{""disney"": 0.8137, ""indian"": 0.0593, ""hard-rock"": 0.0271, ""minimal-techno"": 0.0487, ""folk"": 0.0511}"
af92c67b-4027-4330-9d90-b2f04f7b4a38,58,Germany,"[""rockabilly""]","{""rockabilly"": 0.7583, ""mpb"": 0.0687, ""trip-hop"": 0.0539, ""disney"": 0.0664, ""tango"": 0.0527}"
13523fa5-bb10-446d-91f7-57ca99431e13,48,Germany,"[""death-metal""]","{""death-metal"": 0.8715, ""sad"": 0.0415, ""grindcore"": 0.0595, ""romance"": 0.0275}"
12b0be49-49ff-4c5e-949d-5082c9d44ab2,52,Brazil,"[""country""]","{""country"": 0.8282, ""new-age"": 0.0477, ""punk-rock"": 0.0497, ""reggae"": 0.0744}"
463af246-0cd0-401f-838d-ad733c9fb82b,41,USA,"[""house""]","{""house"": 0.8309, ""blues"": 0.0216, ""study"": 0.0243, ""indian"": 0.0692, ""industrial"": 0.0539}"
a2d90356-d905-4a97-8439-4920855451bc,28,USA,"[""disney""]","{""disney"": 0.8373, ""children"": 0.0496, ""grunge"": 0.0378, ""j-idol"": 0.0233, ""blues"": 0.052}"
ad8f96ce-5532-44b3-b654-6a9268aecc60,21,Germany,"[""jazz""]","{""jazz"": 0.7976, ""disney"": 0.0515, ""heavy-metal"": 0.0553, ""j-rock"": 0.0508, ""death-metal"": 0.0448}"
1401e57e-23be-456c-9950-7796d2200c6a,44,India,"[""k-pop"", ""tango""]","{""k-pop"": 0.6239, ""tango"": 0.2894, ""afrobeat"": 0.0386, ""honky-tonk"": 0.0482}"
ea99e5d7-5ef1-4628-8b65-1623e7ec96e1,58,Brazil,"[""hardstyle""]","{""hardstyle"": 0.867, ""samba"": 0.0802, ""electro"": 0.0528}"
064849a1-f718-417a-9ba5-9e8b8878f2b1,32,India,"[""goth"", ""k-pop""]","{""goth"": 0.6002, ""k-pop"": 0.2706, ""power-pop"": 0.046, ""alternative"": 0.0408, ""rock"": 0.0423}"
93847824-2b5a-47dc-a828-ca5bb3f050e6,59,Japan,"[""sertanejo""]","{""sertanejo"": 0.8332, ""dance"": 0.0564, ""alt-rock"": 0.0585, ""reggaeton"": 0.052}"
0c51bbd5-b424-4608-bfa2-878e0486501b,41,Canada,"[""rock"", ""hip-hop"", ""electronic""]","{""rock"": 0.5284, ""hip-hop"": 0.2378, ""electronic"": 0.1862, ""dancehall"": 0.0106, ""k-pop"": 0.037}"
16a2af96-0397-456b-a326-018b27a914e5,26,Mexico,"[""techno""]","{""techno"": 0.9089, ""world-music"": 0.0548, ""minimal-techno"": 0.0363}"
d7558ef7-de49-4932-a392-f539eb51ed4b,34,Canada,"[""world-music""]","{""world-music"": 0.8413, ""disney"": 0.0344, ""romance"": 0.0555, ""gospel"": 0.0688}"
f55025cf-5ea8-4bba-a7f6-a8a60561bc15,60,UK,"[""soul""]","{""soul"": 0.8512, ""ambient"": 0.0495, ""mandopop"": 0.0461, ""j-pop"": 0.0352, ""indie"": 0.0181}"
058e6390-c4c2-4d2b-913a-21567f2228f3,39,USA,"[""world-music""]","{""world-music"": 0.8023, ""party"": 0.0738, ""breakbeat"": 0.0485, ""gospel"": 0.0218, ""trip-hop"": 0.0537}"
72005758-9dd3-4bb2-ae87-31aac19189ae,60,Brazil,"[""trance""]","{""trance"": 0.8758, ""idm"": 0.0561, ""piano"": 0.0681}"
79c8bab9-f4e1-437b-bdbb-91362f04b023,36,Australia,"[""groove""]","{""groove"": 0.8635, ""study"": 0.0546, ""latino"": 0.0418, ""spanish"": 0.0401}"
c1ff8763-37aa-408f-832b-43d59b6cc852,17,UK,"[""trip-hop""]","{""trip-hop"": 0.8238, ""mandopop"": 0.0204, ""iranian"": 0.0585, ""world-music"": 0.0616, ""industrial"": 0.0356}"
812abb6c-53ea-4c9e-984f-54262b59ee00,35,India,"[""power-pop""]","{""power-pop"": 0.8427, ""trip-hop"": 0.0297, ""folk"": 0.0745, ""edm"": 0.0531}"
6c13574a-d4dc-4edd-8e71-68ccb983cca0,42,Mexico,"[""metal""]","{""metal"": 0.8946, ""electronic"": 0.0264, ""country"": 0.079}"
2fbb5ca0-9af2-4877-b442-0a18a38c84da,63,Mexico,"[""psych-rock""]","{""psych-rock"": 0.8385, ""black-metal"": 0.0489, ""deep-house"": 0.0759, ""classical"": 0.0367}"
87a40369-e31d-4b78-af4c-c8f07fa4a88f,45,Mexico,"[""psych-rock"", ""hardcore""]","{""psych-rock"": 0.5826, ""hardcore"": 0.2624, ""metalcore"": 0.0478, ""mandopop"": 0.0642, ""disco"": 0.0177, ""chill"": 0.0253}"
5766a82a-9321-4d4e-80f6-7a5bcd800b0a,37,Canada,"[""acoustic""]","{""acoustic"": 0.8582, ""german"": 0.0383, ""power-pop"": 0.053, ""comedy"": 0.0304, ""honky-tonk"": 0.0201}"
a55c8863-38a8-4e9b-911c-008ec1afed6f,30,Australia,"[""afrobeat"", ""jazz""]","{""afrobeat"": 0.5882, ""jazz"": 0.2946, ""rockabilly"": 0.0113, ""grindcore"": 0.044, ""british"": 0.0158, ""latino"": 0.0461}"
af0b0458-4ced-486d-b811-7ffee8a24b0e,48,USA,"[""j-idol""]","{""j-idol"": 0.8498, ""r-n-b"": 0.0446, ""dance"": 0.0725, ""acoustic"": 0.0331}"
60655d01-e9fc-4656-a926-9206412a086e,36,Australia,"[""cantopop""]","{""cantopop"": 0.8311, ""ambient"": 0.0428, ""progressive-house"": 0.0684, ""study"": 0.0577}"
facf9f5d-794e-4610-9e4b-fcbf04fdcae3,44,USA,"[""bluegrass"", ""world-music"", ""jazz""]","{""bluegrass"": 0.5132, ""world-music"": 0.2539, ""jazz"": 0.1771, ""metal"": 0.0184, ""samba"": 0.0171, ""reggae"": 0.0203}"
0b156225-71c5-4a3b-aafa-45ea9103631c,17,India,"[""comedy""]","{""comedy"": 0.8145, ""k-pop"": 0.0773, ""anime"": 0.0475, ""garage"": 0.0348, ""breakbeat"": 0.0259}"
effdac62-3b54-4420-a4e2-a501542bbd1a,23,Germany,"[""comedy""]","{""comedy"": 0.8269, ""goth"": 0.0789, ""dub"": 0.0668, ""hardcore"": 0.0275}"
6ebf8160-6c43-43b2-809d-24124e334cc7,18,Japan,"[""german"", ""club""]","{""german"": 0.6408, ""club"": 0.286, ""dub"": 0.0341, ""grunge"": 0.0391}"
7ce2b63f-50e1-4bbc-9a0e-b72948122fae,34,India,"[""rock-n-roll""]","{""rock-n-roll"": 0.8519, ""punk-rock"": 0.0172, ""classical"": 0.0692, ""alt-rock"": 0.0357, ""dancehall"": 0.0259}"
c40d76bc-18d4-4ae7-ae32-1bc9bbaf1939,48,Canada,"[""sad"", ""alt-rock""]","{""sad"": 0.6203, ""alt-rock"": 0.3045, ""punk-rock"": 0.0419, ""sleep"": 0.0154, ""afrobeat"": 0.0179}"
a76e4c7d-b0b7-4b84-a3a5-868688ea3e5c,54,India,"[""ambient"", ""malay""]","{""ambient"": 0.5338, ""malay"": 0.3519, ""chicago-house"": 0.0488, ""study"": 0.0429, ""death-metal"": 0.0227}"
f864633c-7687-43f9-831e-d794ac4b7fd8,41,Mexico,"[""j-idol"", ""garage""]","{""j-idol"": 0.6668, ""garage"": 0.2565, ""cantopop"": 0.0223, ""gospel"": 0.0544}"
9632087a-3f49-4541-9a77-44d9c3101586,28,Germany,"[""pagode""]","{""pagode"": 0.8742, ""german"": 0.0235, ""spanish"": 0.0246, ""heavy-metal"": 0.0495, ""groove"": 0.0281}"
c5380520-b54e-4161-be30-488ef0287379,16,Australia,"[""chill""]","{""chill"": 0.9045, ""funk"": 0.0653, ""happy"": 0.0302}"
2d29b4cf-aa33-43b4-9155-d8f53079f0d3,44,Mexico,"[""disney"", ""kids""]","{""disney"": 0.6098, ""kids"": 0.2438, ""spanish"": 0.0437, ""rock"": 0.0469, ""alt-rock"": 0.0291, ""chill"": 0.0267}"
5e3e4552-e77d-4c51-97dd-9558fa1a8e85,57,France,"[""j-rock"", ""r-n-b"", ""ambient""]","{""j-rock"": 0.5366, ""r-n-b"": 0.2173, ""ambient"": 0.1015, ""synth-pop"": 0.0197, ""mandopop"": 0.0357, ""world-music"": 0.0445, ""minimal-techno"": 0.0448}"
519a5245-7378-410b-a9ae-8b9472962bbb,27,USA,"[""electro""]","{""electro"": 0.863, ""alt-rock"": 0.0552, ""british"": 0.0368, ""indian"": 0.045}"
feac75a2-c885-4566-85e1-aa3aafbdad88,57,UK,"[""pop"", ""anime""]","{""pop"": 0.5678, ""anime"": 0.3564, ""edm"": 0.0512, ""guitar"": 0.0245}"
8c412c92-4416-4a20-bf4e-de7377a71c7e,49,USA,"[""chill""]","{""chill"": 0.8654, ""dub"": 0.0277, ""pop"": 0.0405, ""electro"": 0.0664}"
3a229204-bd5e-44ee-9d8a-e09d64676a5a,38,France,"[""j-idol""]","{""j-idol"": 0.77, ""ambient"": 0.0663, ""disco"": 0.0587, ""jazz"": 0.0583, ""metal"": 0.0468}"
b9c05d2a-53af-40ae-b0e7-2f7701733d19,62,India,"[""idm""]","{""idm"": 0.8392, ""j-dance"": 0.0338, ""power-pop"": 0.0398, ""indie-pop"": 0.0234, ""new-age"": 0.0638}"
dda6507d-0b97-47bb-8a26-c55c47ebcafe,52,UK,"[""show-tunes"", ""power-pop""]","{""show-tunes"": 0.5962, ""power-pop"": 0.2953, ""grindcore"": 0.0519, ""rock"": 0.0567}"
5f24844a-800a-4315-b223-8066a3e9d5a0,36,USA,"[""pop-film""]","{""pop-film"": 0.8989, ""british"": 0.0502, ""rockabilly"": 0.0509}"
3b5fee0c-8064-484e-9c8b-a58e99e8a12d,30,Germany,"[""party"", ""disney""]","{""party"": 0.6456, ""disney"": 0.2788, ""deep-house"": 0.0474, ""grunge"": 0.0282}"
1bb41716-fe4f-4e30-b5ed-e04535d18203,28,India,"[""indie""]","{""indie"": 0.8002, ""soul"": 0.0257, ""study"": 0.061, ""world-music"": 0.0582, ""rock"": 0.0549}"
1c4473e2-0fdf-48cd-8be7-5a5abe0ad9ca,24,USA,"[""indie-pop""]","{""indie-pop"": 0.7577, ""afrobeat"": 0.0358, ""k-pop"": 0.0699, ""house"": 0.0687, ""emo"": 0.0679}"
3d1ac0fe-4a33-4177-9f39-11efb549202f,28,Japan,"[""black-metal"", ""synth-pop""]","{""black-metal"": 0.5994, ""synth-pop"": 0.3094, ""j-idol"": 0.0524, ""dance"": 0.0388}"
a21714e2-2f71-4fa4-b536-b39bb582479a,37,Brazil,"[""dancehall""]","{""dancehall"": 0.8071, ""romance"": 0.0722, ""hip-hop"": 0.0312, ""disney"": 0.0382, ""new-age"": 0.0513}"
3bd218b9-8aff-434b-9006-690a3ca8fd71,22,Japan,"[""psych-rock""]","{""psych-rock"": 0.8909, ""disco"": 0.0657, ""j-rock"": 0.0434}"
18d9b009-3388-4a67-90f6-1f1c35f5fbc3,55,Germany,"[""grindcore"", ""pop-film""]","{""grindcore"": 0.6031, ""pop-film"": 0.3311, ""death-metal"": 0.053, ""goth"": 0.0129}"
0b51eef2-72c2-4048-aa81-22d0c5efc433,61,India,"[""malay"", ""comedy""]","{""malay"": 0.6303, ""comedy"": 0.2723, ""dancehall"": 0.055, ""british"": 0.0302, ""mandopop"": 0.0121}"
2225fab3-45d4-4432-aac2-8546aa1ee308,64,USA,"[""pop"", ""mandopop""]","{""pop"": 0.5537, ""mandopop"": 0.2883, ""songwriter"": 0.0498, ""guitar"": 0.0524, ""party"": 0.0288, ""drum-and-bass"": 0.0271}"
55a806cd-50fa-4c69-b628-fd6dd2b9372e,39,Mexico,"[""comedy""]","{""comedy"": 0.8751, ""mpb"": 0.0628, ""pop-film"": 0.062}"
2abfca8b-cb61-471b-97cf-8f0a5f578f56,57,Germany,"[""chill""]","{""chill"": 0.8655, ""goth"": 0.0483, ""romance"": 0.043, ""world-music"": 0.0431}"
2df2cf6d-6b77-43fa-8924-e077fb44d77a,54,Australia,"[""pagode"", ""soul""]","{""pagode"": 0.6523, ""soul"": 0.2789, ""cantopop"": 0.0137, ""disco"": 0.0179, ""drum-and-bass"": 0.0371}"
1e29098e-486a-481b-9f65-79d27b8516c7,34,USA,"[""hardcore"", ""indie""]","{""hardcore"": 0.5776, ""indie"": 0.3279, ""techno"": 0.062, ""rockabilly"": 0.0324}"
1ec0052c-6a76-42ad-b68d-318c135bb37b,64,India,"[""gospel"", ""acoustic""]","{""gospel"": 0.5903, ""acoustic"": 0.2603, ""hardstyle"": 0.05, ""industrial"": 0.041, ""dubstep"": 0.0205, ""indie-pop"": 0.0379}"
6e6f4991-3641-4340-a4d2-420fa4770dd3,22,Japan,"[""new-age"", ""forro""]","{""new-age"": 0.649, ""forro"": 0.2903, ""rock"": 0.0334, ""goth"": 0.0273}"
b03c7579-2fbc-4deb-a81b-1cac16de020f,17,Japan,"[""deep-house"", ""british""]","{""deep-house"": 0.581, ""british"": 0.2942, ""trance"": 0.0457, ""new-age"": 0.0376, ""singer-songwriter"": 0.0414}"
db642b7d-02c3-4bc0-adb5-517c50e42184,20,Mexico,"[""dub"", ""edm""]","{""dub"": 0.6245, ""edm"": 0.2742, ""tango"": 0.0137, ""emo"": 0.0172, ""study"": 0.0285, ""j-dance"": 0.042}"
5b5cc628-651a-4792-9e2a-8ae98759b006,33,Germany,"[""french"", ""salsa""]","{""french"": 0.52, ""salsa"": 0.3487, ""sleep"": 0.0362, ""gospel"": 0.0595, ""hardstyle"": 0.0356}"
af162ea5-98d6-42b8-a20f-7e2b7c5d57f6,60,France,"[""romance""]","{""romance"": 0.7435, ""tango"": 0.0589, ""dub"": 0.06, ""edm"": 0.0773, ""garage"": 0.0602}"
4b4b8e7b-d11d-4cf4-826d-23d22ce8edfd,62,Germany,"[""hard-rock""]","{""hard-rock"": 0.9195, ""anime"": 0.0496, ""country"": 0.0309}"
71ad9113-fa92-474b-a8f9-f0563d3399a7,42,UK,"[""soul""]","{""soul"": 0.8273, ""emo"": 0.0948, ""indie-pop"": 0.0251, ""electro"": 0.0528}"
0feb24f8-e150-4baa-a967-50363a06e65e,30,France,"[""idm""]","{""idm"": 0.8466, ""j-pop"": 0.0554, ""metalcore"": 0.0249, ""alternative"": 0.0475, ""psych-rock"": 0.0256}"
412235d5-f354-435d-97d9-a84b4b968677,28,USA,"[""brazil""]","{""brazil"": 0.8024, ""hardstyle"": 0.0818, ""pop-film"": 0.0529, ""pagode"": 0.0629}"
d821df3f-a2a8-4f5d-8754-0e49a1f57082,48,Japan,"[""acoustic"", ""reggaeton""]","{""acoustic"": 0.5307, ""reggaeton"": 0.3335, ""soul"": 0.0492, ""death-metal"": 0.0198, ""hard-rock"": 0.0362, ""brazil"": 0.0306}"
7e7ed3d7-27e8-4c1f-8093-e9f6dd142b44,50,Germany,"[""funk""]","{""funk"": 0.8799, ""rock"": 0.0618, ""mandopop"": 0.0583}"
abf519e7-2eb6-4e67-a547-593fe2134248,57,Germany,"[""sertanejo""]","{""sertanejo"": 0.9057, ""minimal-techno"": 0.0298, ""chill"": 0.0415, ""blues"": 0.023}"
f1f6770a-5b3e-4f7c-8d47-02c5470fd630,63,France,"[""techno"", ""funk"", ""detroit-techno""]","{""techno"": 0.4755, ""funk"": 0.2457, ""detroit-techno"": 0.1808, ""grindcore"": 0.0471, ""country"": 0.051}"
26ee2e6a-ff77-4311-98db-6fa0be656253,23,Mexico,"[""breakbeat"", ""tango""]","{""breakbeat"": 0.6209, ""tango"": 0.3045, ""cantopop"": 0.0245, ""kids"": 0.05}"
36fe87bc-a42a-456b-a72c-66d74af94535,49,India,"[""children""]","{""children"": 0.954, ""j-dance"": 0.0297, ""grindcore"": 0.0163}"
4c0ca489-54d6-4848-8fce-d9db167bb14c,37,Germany,"[""minimal-techno"", ""industrial""]","{""minimal-techno"": 0.6368, ""industrial"": 0.2889, ""dancehall"": 0.028, ""hardstyle"": 0.0462}"
d8183586-5f23-4def-adbd-684c1fe6b544,47,Germany,"[""sleep"", ""power-pop""]","{""sleep"": 0.5806, ""power-pop"": 0.3264, ""breakbeat"": 0.0521, ""psych-rock"": 0.0409}"
35f8eba4-7639-408b-b9e9-2c6621886bb7,53,UK,"[""electronic""]","{""electronic"": 0.7793, ""hardstyle"": 0.0627, ""goth"": 0.0768, ""techno"": 0.0432, ""sleep"": 0.038}"
484c53ec-b69a-4fb2-ae7c-60fe081917cd,39,USA,"[""hard-rock"", ""sad""]","{""hard-rock"": 0.5906, ""sad"": 0.3198, ""rock-n-roll"": 0.0395, ""electro"": 0.0219, ""edm"": 0.0283}"
2b7f2804-4e27-45c0-a1a5-1e4c8179b01e,34,Mexico,"[""reggae"", ""garage""]","{""reggae"": 0.6236, ""garage"": 0.295, ""latino"": 0.0383, ""pop-film"": 0.0431}"
3afa80dd-1e49-4b84-b216-aa83e97edd87,60,Canada,"[""trip-hop""]","{""trip-hop"": 0.8867, ""spanish"": 0.0416, ""study"": 0.0175, ""pagode"": 0.0542}"
4f98b555-f0c3-42f7-9f7c-0cb134c24e95,59,Germany,"[""hardcore""]","{""hardcore"": 0.87, ""latino"": 0.0771, ""rockabilly"": 0.0529}"
aadb0a6f-0202-494e-87a9-1079a2fdf06d,37,France,"[""trance""]","{""trance"": 0.8656, ""sertanejo"": 0.0793, ""romance"": 0.0551}"
eb864046-3e3a-43db-ab77-ea89a9b791d6,42,UK,"[""disco"", ""country""]","{""disco"": 0.6442, ""country"": 0.2952, ""malay"": 0.0308, ""minimal-techno"": 0.0297}"
6659df3d-16db-465d-a3d9-54c9bebb6b4f,45,Australia,"[""guitar""]","{""guitar"": 0.8145, ""detroit-techno"": 0.0572, ""grindcore"": 0.0592, ""pagode"": 0.0692}"
c4682031-8f46-4788-88d5-38af35a106aa,39,Japan,"[""reggaeton""]","{""reggaeton"": 0.8294, ""black-metal"": 0.0532, ""disney"": 0.0619, ""indie-pop"": 0.0297, ""death-metal"": 0.0257}"
33a7ec57-28fa-4d26-b4af-d89f444a9f27,24,Mexico,"[""reggae""]","{""reggae"": 0.8187, ""trip-hop"": 0.0904, ""disco"": 0.024, ""happy"": 0.0669}"
5e8f51f3-c85c-4d99-931a-0d24ffaf3b66,31,USA,"[""jazz""]","{""jazz"": 0.867, ""r-n-b"": 0.0562, ""grindcore"": 0.0768}"
